filename,type,source,year,name,con,author,detection,length
quagmireiv_1999_ooboo_e23.txt,Quagmire IV,Russ + digital con,1999,SO99,E23,OOBOO,labeled,241
quagmireiv_1999_ooboo_e24.txt,Quagmire IV,Russ + digital con,1999,ND99,E24,OOBOO,labeled,192
quagmireiv_2000_apexdx_e24.txt,Quagmire IV,Russ + digital con,2000,SO00,E24,APEX DX,labeled,158
quagmireiv_2000_aurion_e25.txt,Quagmire IV,Russ + digital con,2000,ND00,E25,AURION,labeled,295
quagmireiv_2000_lionel_e22.txt,Quagmire IV,Russ + digital con,2000,MA00,E22,LIONEL,labeled,202
quagmireiv_2000_micropod_xs2.txt,Quagmire IV,Russ + digital con,2000,SO00,XS2,MICROPOD,labeled,230
quagmireiv_2000_ooboo_e23.txt,Quagmire IV,Russ + digital con,2000,JA00,E23,OOBOO,labeled,222
quagmireiv_2000_ooboo_e23_2.txt,Quagmire IV,Russ + digital con,2000,JF00,E23,OOBOO,labeled,208
quagmireiv_2000_phoenix_e26.txt,Quagmire IV,Russ + digital con,2000,MJ00,E26,PHOENIX,labeled,269
quagmireiv_2001_bozol_ac653.txt,Quagmire IV,Russ + digital con,2001,JA01,AC653,BOZOL,labeled,199
quagmireiv_2001_bozol_e23.txt,Quagmire IV,Russ + digital con,2001,MA01,E23,BOZOL,labeled,134
quagmireiv_2001_kosty_e23.txt,Quagmire IV,Russ + digital con,2001,MJ01,E23,KOSTY,labeled,222
quagmireiv_2001_marshen_e25.txt,Quagmire IV,Russ + digital con,2001,ND01,E25,MARSHEN,labeled,206
quagmireiv_2001_ooboo_e20.txt,Quagmire IV,Russ + digital con,2001,JF01,E20,OOBOO,labeled,259
quagmireiv_2001_ooboo_e23.txt,Quagmire IV,Russ + digital con,2001,SO01,E23,OOBOO,labeled,153
quagmireiv_2001_rigrmortis_e23.txt,Quagmire IV,Russ + digital con,2001,JA01,E23,RIG R. MORTIS,labeled,151
quagmireiv_2002_aries_ac695.txt,Quagmire IV,Russ + digital con,2002,ND02,AC695,ARIES,labeled,472
quagmireiv_2002_elcondor_e25.txt,Quagmire IV,Russ + digital con,2002,SO02,E25,EL CONDOR,labeled,182
quagmireiv_2002_gman_e24.txt,Quagmire IV,Russ + digital con,2002,MA02,E24,G-MAN,labeled,173
quagmireiv_2002_gman_e24_2.txt,Quagmire IV,Russ + digital con,2002,ND02,E24,G-MAN,labeled,156
quagmireiv_2002_gman_e25.txt,Quagmire IV,Russ + digital con,2002,JA02,E25,G-MAN,labeled,151
quagmireiv_2002_koshka_e26.txt,Quagmire IV,Russ + digital con,2002,JF02,E26,KOSHKA,labeled,137
quagmireiv_2002_scryer_e24.txt,Quagmire IV,Russ + digital con,2002,MJ02,E24,SCRYER,labeled,259
quagmireiv_2003_elcondor_e18.txt,Quagmire IV,Russ + digital con,2003,JF03,E18,EL CONDOR,labeled,131
quagmireiv_2003_elcondor_e24.txt,Quagmire IV,Russ + digital con,2003,ND03,E24,EL CONDOR,labeled,179
quagmireiv_2003_honeybee_e26.txt,Quagmire IV,Russ + digital con,2003,MA03,E26,HONEYBEE,labeled,294
quagmireiv_2003_koshka_e25.txt,Quagmire IV,Russ + digital con,2003,SO03,E25,KOSHKA,labeled,222
quagmireiv_2003_micropod_e24.txt,Quagmire IV,Russ + digital con,2003,JA03,E24,MICROPOD,labeled,155
quagmireiv_2003_micropod_e25.txt,Quagmire IV,Russ + digital con,2003,MJ03,E25,MICROPOD,labeled,247
